student_id,gender,age,attendance_rate,study_hours_weekly,previous_grades,assignment_completion,class_participation,extra_curricular,library_visits,online_resource_hours,parent_education,family_income,internet_access,tutoring,mentor_support,stress_level,motivation_score,final_grade,performance_category,pass_fail
945,Male,18,59.82,14.2,81.96,66.33,7.7,Yes,3,7.0,Bachelor,Low,Yes,Yes,Yes,7.4,7.2,133.03,Excellent,Pass
946,Male,21,60.42,2.0,75.02,98.55,9.7,Yes,2,2.2,PhD,Medium,Yes,No,Yes,2.2,4.7,116.07,Excellent,Pass
947,Male,17,99.34,2.7,52.1,78.75,5.1,No,2,14.1,PhD,Medium,Yes,No,No,7.6,7.0,83.9,Average,Pass
948,Female,19,77.57,7.8,73.51,77.04,3.1,No,5,14.6,Bachelor,High,Yes,Yes,Yes,8.7,9.6,98.19,Excellent,Pass
949,Female,22,71.88,5.8,45.39,46.85,9.5,No,2,17.9,PhD,Medium,No,No,No,6.9,3.2,67.81,Below Average,Pass
950,Male,24,90.29,2.5,61.14,82.05,6.4,Yes,2,1.1,Bachelor,Medium,Yes,Yes,No,1.4,3.2,101.6,Excellent,Pass
951,Male,17,57.12,7.4,92.96,82.52,1.9,No,3,2.8,Bachelor,Medium,Yes,No,No,5.0,2.7,82.34,Average,Pass
952,Female,18,65.75,4.8,39.35,52.21,6.2,No,2,12.0,Bachelor,Low,Yes,Yes,Yes,6.9,7.5,78.32,Average,Pass
953,Male,23,56.07,1.5,57.07,63.86,5.5,Yes,3,12.4,High School,Medium,Yes,No,No,9.8,4.2,43.68,At Risk,Fail
954,Female,21,87.35,10.2,87.48,50.62,8.7,Yes,2,0.7,Bachelor,Medium,Yes,No,Yes,9.6,9.9,108.83,Excellent,Pass
955,Male,15,74.4,3.1,97.86,48.11,5.8,Yes,2,7.9,Bachelor,Low,Yes,No,No,4.6,7.4,81.66,Average,Pass
956,Male,18,79.53,2.5,61.77,31.81,3.3,No,0,11.7,Master,Medium,No,No,No,6.5,4.3,65.87,Below Average,Pass
957,Female,18,55.14,5.5,65.49,49.96,7.1,Yes,7,14.8,Master,Medium,Yes,No,No,9.0,2.3,70.97,Average,Pass
958,Male,23,53.21,2.8,70.05,68.78,5.9,Yes,5,6.3,Bachelor,Low,Yes,No,No,8.5,6.3,77.25,Average,Pass
959,Female,20,69.3,7.4,95.26,30.11,3.1,Yes,1,9.7,Bachelor,High,Yes,No,No,5.3,3.7,77.72,Average,Pass
960,Male,23,84.25,4.7,90.07,49.83,6.2,Yes,1,16.3,High School,Medium,Yes,Yes,No,3.4,9.1,135.51,Excellent,Pass
961,Male,20,71.51,6.4,41.94,91.7,8.4,No,2,19.1,Bachelor,Low,Yes,No,No,2.2,5.0,101.29,Excellent,Pass
962,Male,20,41.96,3.4,60.57,71.56,1.3,Yes,3,4.6,Bachelor,Low,No,Yes,No,5.4,3.6,68.49,Below Average,Pass
963,Female,19,92.11,5.7,62.48,72.55,6.7,No,2,5.1,High School,High,Yes,No,No,7.5,6.3,83.46,Average,Pass
964,Male,19,43.88,2.9,85.24,58.24,4.1,No,3,18.8,Bachelor,Medium,Yes,No,No,9.7,2.2,68.87,Below Average,Pass
965,Male,16,97.35,4.3,72.2,77.35,3.6,No,4,7.9,Bachelor,Medium,No,No,No,8.8,6.1,81.37,Average,Pass
966,Male,22,41.51,5.2,75.8,43.3,4.5,Yes,3,14.4,Master,Low,Yes,No,No,2.8,1.5,60.4,Below Average,Pass
967,Male,22,81.67,1.4,99.87,87.31,4.1,Yes,9,12.2,Master,High,No,Yes,No,7.5,6.5,93.31,Excellent,Pass
968,Female,15,44.93,9.4,35.25,38.17,8.5,Yes,3,5.7,Bachelor,Medium,Yes,No,No,3.6,5.8,87.06,Excellent,Pass
969,Female,22,94.64,1.8,45.61,75.92,3.5,Yes,4,13.1,Bachelor,Medium,Yes,Yes,Yes,7.2,5.7,94.06,Excellent,Pass
970,Male,19,67.87,2.6,58.55,53.88,7.6,Yes,1,13.1,Bachelor,High,Yes,Yes,Yes,7.0,7.2,97.78,Excellent,Pass
971,Female,16,48.25,3.0,54.34,82.33,1.8,No,4,11.8,High School,Low,Yes,No,No,3.5,1.4,61.6,Below Average,Pass
972,Male,16,60.45,7.2,31.52,68.48,9.6,Yes,1,2.0,High School,Medium,Yes,Yes,No,3.1,5.1,91.91,Excellent,Pass
973,Male,20,49.89,3.7,36.42,61.66,6.6,Yes,4,19.9,High School,Low,Yes,No,No,1.9,5.0,69.11,Below Average,Pass
974,Male,23,50.23,12.5,77.67,41.86,7.4,Yes,2,8.0,High School,Medium,Yes,No,No,1.5,5.1,100.36,Excellent,Pass
975,Female,15,96.89,12.9,91.55,74.58,3.7,Yes,5,12.8,High School,Low,Yes,No,No,8.7,9.8,116.9,Excellent,Pass
976,Female,20,66.71,7.4,66.0,98.23,4.7,No,3,17.7,High School,High,No,Yes,No,1.4,2.3,79.19,Average,Pass
977,Female,23,87.33,3.1,67.74,87.79,3.0,Yes,4,8.5,High School,Medium,Yes,No,Yes,1.8,7.2,97.01,Excellent,Pass
978,Female,22,78.38,4.5,47.86,34.2,9.4,Yes,1,15.5,Bachelor,Medium,Yes,No,No,3.1,4.6,90.42,Excellent,Pass
979,Female,20,80.59,5.5,83.75,56.34,5.4,No,2,19.4,PhD,High,Yes,No,Yes,9.0,5.6,77.96,Average,Pass
980,Female,17,47.9,9.3,82.63,94.79,6.7,Yes,3,7.2,Master,High,Yes,No,No,4.0,7.9,124.49,Excellent,Pass
981,Female,22,54.05,4.4,71.19,65.21,7.6,Yes,6,8.1,High School,Medium,Yes,No,Yes,2.7,2.4,68.35,Below Average,Pass
982,Female,23,87.21,3.0,44.89,76.35,4.3,Yes,5,18.1,Bachelor,Medium,Yes,Yes,No,7.4,7.9,83.9,Average,Pass
983,Female,15,98.25,2.3,36.79,93.88,7.5,Yes,4,3.2,Master,Low,No,No,No,3.9,1.6,71.12,Average,Pass
984,Male,23,55.76,9.6,34.5,91.17,7.1,Yes,3,0.6,High School,Low,Yes,No,Yes,4.0,5.3,97.39,Excellent,Pass
985,Female,20,56.29,7.4,71.49,65.13,7.4,Yes,5,18.2,Master,Medium,Yes,No,No,7.7,7.7,96.01,Excellent,Pass
986,Female,20,68.37,4.1,87.75,60.64,5.4,No,3,16.4,Bachelor,Low,No,Yes,No,3.3,2.7,75.0,Average,Pass
987,Female,18,99.03,4.4,90.08,53.78,4.4,Yes,3,19.5,PhD,Medium,No,No,Yes,9.1,7.9,74.47,Average,Pass
988,Female,15,56.14,1.3,62.45,80.33,3.0,No,5,1.2,Master,Low,Yes,No,No,6.1,2.5,46.39,At Risk,Fail
989,Female,24,64.42,2.6,84.9,50.09,8.4,No,5,3.1,Bachelor,Medium,Yes,No,No,5.8,8.2,73.58,Average,Pass
990,Female,22,93.49,15.0,96.28,47.49,6.5,Yes,3,2.1,Bachelor,Medium,Yes,No,No,3.4,5.2,124.49,Excellent,Pass
991,Female,16,40.18,5.8,49.26,54.94,5.0,Yes,4,13.7,High School,Low,Yes,Yes,Yes,8.5,7.2,68.61,Below Average,Pass
992,Female,15,42.39,1.7,57.86,42.41,9.5,Yes,2,12.1,High School,Low,No,Yes,Yes,6.2,9.3,96.35,Excellent,Pass
993,Female,16,76.24,2.0,95.2,78.66,1.4,No,2,7.2,Bachelor,Medium,Yes,No,No,2.4,4.7,88.01,Excellent,Pass
994,Female,15,94.44,4.0,53.68,73.14,8.7,No,1,1.1,High School,Medium,Yes,No,Yes,2.9,3.1,97.58,Excellent,Pass
995,Female,15,54.33,2.9,93.97,63.8,10.0,No,3,12.8,High School,Medium,Yes,No,Yes,5.2,8.8,93.28,Excellent,Pass
996,Male,23,68.18,5.1,98.67,57.32,9.0,Yes,4,11.4,Bachelor,High,Yes,Yes,No,8.0,2.5,99.1,Excellent,Pass
997,Male,15,67.03,7.1,76.33,93.63,8.3,No,1,2.3,Master,Low,Yes,No,No,9.5,6.7,95.68,Excellent,Pass
998,Female,18,68.38,2.7,87.18,32.04,4.4,Yes,3,18.2,High School,Low,Yes,Yes,No,7.0,9.3,97.16,Excellent,Pass
999,Female,24,77.35,4.2,82.47,83.84,3.1,Yes,5,4.0,High School,Low,Yes,No,No,5.6,7.1,94.0,Excellent,Pass
1000,Male,20,68.18,2.2,78.97,93.13,7.6,Yes,1,14.9,Bachelor,Medium,Yes,Yes,No,3.3,2.8,105.73,Excellent,Pass
